Scientific_name,English_name_AviList,Portuguese (Portugal),IUCN_Red_List_Category
Phoeniculus purpureus,Green Wood Hoopoe,Zombeteiro-de-bico-vermelho,LC
Phoeniculus purpureus senegalensis,,,
Phoeniculus purpureus guineensis,,,
Phoeniculus purpureus niloticus,,,
Phoeniculus purpureus marwitzi,,,
Phoeniculus purpureus angolensis,,,
Phoeniculus purpureus purpureus,,,
Phoeniculus damarensis,Violet Wood Hoopoe,Violet woodhoopoe,LC
Phoeniculus damarensis damarensis,,,
Phoeniculus damarensis granti,,,
Phoeniculus somaliensis,Black-billed Wood Hoopoe,Black-billed woodhoopoe,LC
Phoeniculus somaliensis abyssinicus,,,
Phoeniculus somaliensis somaliensis,,,
Phoeniculus somaliensis neglectus,,,
Phoeniculus bollei,White-headed Wood Hoopoe,White-headed woodhoopoe,LC
Phoeniculus bollei bollei,,,
Phoeniculus bollei jacksoni,,,
Phoeniculus bollei okuensis,,,
Bucerotidae,,,
Bucorvus,,,
Bucorvus abyssinicus,Abyssinian Ground Hornbill,Alma-de-biafada,VU
Bucorvus leadbeateri,Southern Ground Hornbill,Southern ground-hornbill,VU
Lophoceros,,,
Lophoceros camurus,Red-billed Dwarf Hornbill,Red-billed dwarf hornbill,LC
Lophoceros alboterminatus,Crowned Hornbill,Crowned hornbill,LC
Lophoceros bradfieldi,Bradfield's Hornbill,Bradfield's hornbill,LC
Lophoceros semifasciatus,West African Pied Hornbill,West african pied hornbill,LC
Lophoceros fasciatus,Congo Pied Hornbill,Congo pied hornbill,LC
Lophoceros hemprichii,Hemprich's Hornbill,Hemprich's hornbill,LC
Lophoceros nasutus,African Grey Hornbill,Bico-de-serra-cinzento,LC
Lophoceros nasutus nasutus,,,
Lophoceros nasutus epirhinus,,,
Lophoceros pallidirostris,Pale-billed Hornbill,Pale-billed hornbill,LC
Lophoceros pallidirostris pallidirostris,,,
Lophoceros pallidirostris neumanni,,,
Tockus,,,
Tockus flavirostris,Eastern Yellow-billed Hornbill,Eastern yellow-billed hornbill,LC
Tockus leucomelas,Southern Yellow-billed Hornbill,Southern yellow-billed hornbill,LC
Tockus leucomelas elegans,,,
Tockus leucomelas leucomelas,,,
Tockus jacksoni,Jackson's Hornbill,Jackson's hornbill,LC
Tockus deckeni,Von der Decken's Hornbill,Von der decken's hornbill,LC
Tockus monteiri,Monteiro's Hornbill,Monteiro's hornbill,LC
Tockus rufirostris,Southern Red-billed Hornbill,Southern red-billed hornbill,NE
Tockus damarensis,Damara Red-billed Hornbill,Damara red-billed hornbill,LC
Tockus ruahae,Tanzanian Red-billed Hornbill,Tanzanian red-billed hornbill,NE
Tockus kempi,Western Red-billed Hornbill,Bico-de-serra-vermelho,NE
Tockus erythrorhynchus,Northern Red-billed Hornbill,Northern red-billed hornbill,NE
Berenicornis,,,
Berenicornis comatus,White-crowned Hornbill,White-crowned hornbill,EN
Horizocerus,,,
Horizocerus albocristatus,Western Long-tailed Hornbill,Western long-tailed hornbill,LC
Horizocerus albocristatus albocristatus,,,
Horizocerus albocristatus macrourus,,,
Horizocerus cassini,Eastern Long-tailed Hornbill,Eastern long-tailed hornbill,LC
Horizocerus hartlaubi,Western Dwarf Hornbill,Western dwarf hornbill,LC
Horizocerus granti,Eastern Dwarf Hornbill,Eastern dwarf hornbill,LC
Ceratogymna,,,
Ceratogymna elata,Yellow-casqued Hornbill,Calau-grande,VU
Ceratogymna atrata,Black-casqued Hornbill,Black-casqued hornbill,NT
Bycanistes,,,
Bycanistes brevis,Silvery-cheeked Hornbill,Silvery-cheeked hornbill,LC
Bycanistes subcylindricus,Black-and-white-casqued Hornbill,Calau-de-faces-cinzentas,LC
Bycanistes subcylindricus subcylindricus,,,
Bycanistes subcylindricus subquadratus,,,
Bycanistes cylindricus,Brown-cheeked Hornbill,Brown-cheeked hornbill,VU
Bycanistes albotibialis,White-thighed Hornbill,White-thighed hornbill,LC
Bycanistes bucinator,Trumpeter Hornbill,Trumpeter hornbill,LC
Bycanistes fistulator,Piping Hornbill,Calau-assobiador,NE
Bycanistes fistulator fistulator,,,
Bycanistes fistulator sharpii,,,
Bycanistes fistulator duboisi,,,
Rhinoplax,,,
Rhinoplax vigil,Helmeted Hornbill,Helmeted hornbill,CR
Buceros,,,
Buceros hydrocorax,Rufous Hornbill,Rufous hornbill,NE
Buceros hydrocorax hydrocorax,,,
Buceros hydrocorax semigaleatus,,,
Buceros hydrocorax mindanensis,,,
Buceros rhinoceros,Rhinoceros Hornbill,Rhinoceros hornbill,VU
Buceros rhinoceros borneoensis,,,
Buceros rhinoceros rhinoceros,,,
Buceros rhinoceros silvestris,,,
Buceros bicornis,Great Hornbill,Great hornbill,VU
Anorrhinus,,,
Anorrhinus galeritus,Bushy-crested Hornbill,Bushy-crested hornbill,NT
Anorrhinus austeni,Austen's Brown Hornbill,Brown hornbill,NT
Anorrhinus tickelli,Tickell's Brown Hornbill,Rusty-cheeked hornbill,NT
Ocyceros,,,
Ocyceros birostris,Indian Grey Hornbill,Indian gray hornbill,LC
Ocyceros griseus,Malabar Grey Hornbill,Malabar gray hornbill,VU
Ocyceros gingalensis,Sri Lanka Grey Hornbill,Sri lanka gray hornbill,LC
Anthracoceros,,,
Anthracoceros malayanus,Black Hornbill,Black hornbill,VU
Anthracoceros montani,Sulu Hornbill,Sulu hornbill,CR
Anthracoceros coronatus,Malabar Pied Hornbill,Malabar pied-hornbill,NT
Anthracoceros albirostris,Oriental Pied Hornbill,Oriental pied-hornbill,LC
Anthracoceros albirostris albirostris,,,
Anthracoceros albirostris convexus,,,
Anthracoceros marchei,Palawan Hornbill,Palawan hornbill,VU
Aceros,,,
Aceros nipalensis,Rufous-necked Hornbill,Rufous-necked hornbill,VU
Rhyticeros,,,
Rhyticeros cassidix,Knobbed Hornbill,Knobbed hornbill,VU
Rhyticeros everetti,Sumba Hornbill,Sumba hornbill,EN
Rhyticeros undulatus,Wreathed Hornbill,Wreathed hornbill,VU
Rhyticeros subruficollis,Plain-pouched Hornbill,Plain-pouched hornbill,VU
Rhyticeros narcondami,Narcondam Hornbill,Narcondam hornbill,VU
Rhyticeros plicatus,Blyth's Hornbill,Blyth's hornbill,LC
Rhabdotorrhinus,,,
Rhabdotorrhinus exarhatus,Sulawesi Hornbill,Sulawesi hornbill,VU
Rhabdotorrhinus exarhatus exarhatus,,,
Rhabdotorrhinus exarhatus sanfordi,,,
Rhabdotorrhinus corrugatus,Wrinkled Hornbill,Wrinkled hornbill,EN
Rhabdotorrhinus waldeni,Walden's Hornbill,Writhe-billed hornbill,EN
Rhabdotorrhinus leucocephalus,Writhed Hornbill,Writhed hornbill,NT
Penelopides,,,
Penelopides panini,Visayan Hornbill,Visayan hornbill,EN
Penelopides panini ticaensis,,,
Penelopides panini panini,,,
Penelopides manillae,Luzon Hornbill,Luzon hornbill,LC
Penelopides manillae manillae,,,
Penelopides manillae subniger,,,
Penelopides mindorensis,Mindoro Hornbill,Mindoro hornbill,EN
Penelopides samarensis,Samar Hornbill,Samar hornbill,NE
Penelopides affinis,Mindanao Hornbill,Mindanao hornbill,NE
Penelopides affinis affinis,,,
Penelopides affinis basilanicus,,,
Coraciiformes,,,
Brachypteraciidae,,,
Geobiastes,,,
Geobiastes squamiger,Scaly Ground Roller,Scaly ground-roller,VU
Brachypteracias,,,
Brachypteracias leptosomus,Short-legged Ground Roller,Short-legged ground-roller,VU
Uratelornis,,,
Uratelornis chimaera,Long-tailed Ground Roller,Long-tailed ground-roller,VU
Atelornis,,,
Atelornis pittoides,Pitta-like Ground Roller,Pitta-like ground-roller,LC
Atelornis crossleyi,Rufous-headed Ground Roller,Rufous-headed ground-roller,NT
Coraciidae,,,
Eurystomus,,,
Eurystomus gularis,Blue-throated Roller,Blue-throated roller,LC
Eurystomus gularis gularis,,,
Eurystomus gularis neglectus,,,
Eurystomus glaucurus,Broad-billed Roller,Peito-lilás,LC
Eurystomus glaucurus aethiopicus,,,
Eurystomus glaucurus afer,,,
Eurystomus glaucurus suahelicus,,,
Eurystomus glaucurus glaucurus,,,
Eurystomus azureus,Azure Dollarbird,Azure roller,NT
Eurystomus orientalis,Oriental Dollarbird,Rolieiro-oriental,LC
Eurystomus orientalis cyanocollis,,,
Eurystomus orientalis orientalis,,,
Eurystomus orientalis laetior,,,
Eurystomus orientalis gigas,,,
Eurystomus orientalis irisi,,,
Eurystomus orientalis oberholseri,,,
Eurystomus orientalis pacificus,,,
Eurystomus orientalis waigiouensis,,,
Eurystomus orientalis crassirostris,,,
Eurystomus orientalis solomonensis,,,
Coracias,,,
Coracias cyanogaster,Blue-bellied Roller,Rolieiro-de-barriga-azul,LC
Coracias spatulatus,Racket-tailed Roller,Racket-tailed roller,LC
Coracias naevius,Purple Roller,Rolieiro-de-nuca-branca,LC
Coracias naevius naevius,,,
Coracias naevius mosambicus,,,
Coracias benghalensis,Indian Roller,Indian roller,NT
Coracias benghalensis benghalensis,,,
Coracias benghalensis indicus,,,
Coracias temminckii,Purple-winged Roller,Purple-winged roller,LC
Coracias affinis,Indochinese Roller,Indochinese roller,LC
Coracias caudatus,Lilac-breasted Roller,Lilac-breasted roller,LC
Coracias caudatus lorti,,,
Coracias caudatus caudatus,,,
Coracias abyssinicus,Abyssinian Roller,Rolieiro-da-abissínia,LC
Coracias garrulus,European Roller,Rolieiro,LC
Coracias garrulus garrulus,,,
Coracias garrulus semenowi,,,
Meropidae,,,
Nyctyornis,,,
Nyctyornis amictus,Red-bearded Bee-eater,Red-bearded bee-eater,LC
Nyctyornis athertoni,Blue-bearded Bee-eater,Blue-bearded bee-eater,LC
Nyctyornis athertoni athertoni,,,
Nyctyornis athertoni brevicaudatus,,,
Meropogon,,,
Meropogon forsteni,Purple-bearded Bee-eater,Purple-bearded bee-eater,LC
Merops,,,
Merops breweri,Black-headed Bee-eater,Black-headed bee-eater,LC
Merops bullockoides,White-fronted Bee-eater,White-fronted bee-eater,LC
Merops bulocki,Red-throated Bee-eater,Abelharuco-de-garganta-vermelha,LC
Merops bulocki bulocki,,,
Merops bulocki frenatus,,,
Merops revoilii,Somali Bee-eater,Somali bee-eater,LC
Merops boehmi,Böhm's Bee-eater,Böhm's bee-eater,LC
Merops gularis,Black Bee-eater,Black bee-eater,LC
Merops gularis gularis,,,
Merops gularis australis,,,
Merops muelleri,Blue-headed Bee-eater,Blue-headed bee-eater,LC
Merops mentalis,Blue-moustached Bee-eater,Blue-moustached bee-eater,NT
Merops variegatus,Blue-breasted Bee-eater,Blue-breasted bee-eater,LC
Merops variegatus loringi,,,
Merops variegatus variegatus,,,
Merops variegatus bangweoloensis,,,
Merops pusillus,Little Bee-eater,Abelharuco-dourado,LC
Merops pusillus pusillus,,,
Merops pusillus ocularis,,,
Merops pusillus cyanostictus,,,
Merops pusillus meridionalis,,,
Merops pusillus argutus,,,
Merops hirundineus,Swallow-tailed Bee-eater,Abelharuco-andorinha,LC
Merops hirundineus chrysolaimus,,,
Merops hirundineus heuglini,,,
Merops hirundineus furcatus,,,
Merops hirundineus hirundineus,,,
Merops lafresnayii,Ethiopian Bee-eater,Ethiopian bee-eater,LC
Merops oreobates,Cinnamon-chested Bee-eater,Cinnamon-chested bee-eater,LC
Merops albicollis,White-throated Bee-eater,Abelharuco-de-garganta-branca,LC
Merops malimbicus,Rosy Bee-eater,Rosy bee-eater,LC
Merops nubicus,Northern Carmine Bee-eater,Abelharuco-rosado,LC
Merops nubicoides,Southern Carmine Bee-eater,Southern carmine bee-eater,LC
Merops leschenaulti,Chestnut-headed Bee-eater,Chestnut-headed bee-eater,LC
Merops leschenaulti leschenaulti,,,
Merops leschenaulti quinticolor,,,
Merops leschenaulti andamanensis,,,
Merops viridis,Blue-throated Bee-eater,Blue-throated bee-eater,LC
Merops americanus,Rufous-crowned Bee-eater,Rufous-crowned bee-eater,LC
Merops viridissimus,African Green Bee-eater,African green bee-eater,LC
Merops viridissimus viridissimus,,,
Merops viridissimus flavoviridis,,,
Merops viridissimus cleopatra,,,
Merops cyanophrys,Arabian Green Bee-eater,Arabian green bee-eater,LC
Merops cyanophrys cyanophrys,,,
Merops cyanophrys muscatensis,,,
Merops orientalis,Asian Green Bee-eater,Asian green bee-eater,LC
Merops orientalis beludschicus,,,
Merops orientalis orientalis,,,
Merops orientalis ceylonicus,,,
Merops orientalis ferrugeiceps,,,
Merops apiaster,European Bee-eater,Abelharuco,LC
Merops ornatus,Rainbow Bee-eater,Abelharuco-arco-íris,LC
Merops philippinus,Blue-tailed Bee-eater,Abelharuco-de-cauda-azul,LC
Merops superciliosus,Olive Bee-eater,Olive bee-eater,LC
Merops superciliosus superciliosus,,,
Merops superciliosus alternans,,,
Merops persicus,Blue-cheeked Bee-eater,Abelharuco-de-faces-azuis,LC
Merops persicus persicus,,,
Merops persicus chrysocercus,,,
Todidae,,,
Todus,,,
Todus multicolor,Cuban Tody,Cuban tody,LC
Todus subulatus,Broad-billed Tody,Broad-billed tody,LC
Todus angustirostris,Narrow-billed Tody,Narrow-billed tody,LC
Todus todus,Jamaican Tody,Jamaican tody,LC
Todus mexicanus,Puerto Rican Tody,Puerto rican tody,LC
Momotidae,,,
Hylomanes,,,
Hylomanes momotula,Tody Motmot,Tody motmot,LC
Hylomanes momotula chiapensis,,,
Hylomanes momotula momotula,,,
Hylomanes momotula obscurus,,,
Eumomota,,,
Eumomota superciliosa,Turquoise-browed Motmot,Turquoise-browed motmot,LC
Eumomota superciliosa bipartita,,,
Eumomota superciliosa superciliosa,,,
Eumomota superciliosa vanrossemi,,,
Eumomota superciliosa sylvestris,,,
Eumomota superciliosa apiaster,,,
Eumomota superciliosa euroaustris,,,
Eumomota superciliosa australis,,,
Electron,,,
Electron carinatum,Keel-billed Motmot,Keel-billed motmot,VU
Electron platyrhynchum,Broad-billed Motmot,Udu-de-bico-largo,LC
Electron platyrhynchum minus,,,
Electron platyrhynchum platyrhynchum,,,
Electron platyrhynchum colombianum,,,
Electron platyrhynchum pyrrholaemum,,,
Electron platyrhynchum orienticola,,,
Electron platyrhynchum chlorophrys,,,
Aspatha,,,
Aspatha gularis,Blue-throated Motmot,Blue-throated motmot,LC
Baryphthengus,,,
Baryphthengus ruficapillus,Rufous-capped Motmot,Juruva-verde,LC
Baryphthengus martii,Rufous Motmot,Juruva-ruiva,LC
Baryphthengus martii semirufus,,,
Baryphthengus martii martii,,,
Momotus,,,
Momotus mexicanus,Russet-crowned Motmot,Russet-crowned motmot,LC
Momotus mexicanus vanrossemi,,,
Momotus mexicanus mexicanus,,,
Momotus mexicanus saturatus,,,
Momotus mexicanus castaneiceps,,,
Momotus coeruliceps,Blue-capped Motmot,Blue-capped motmot,LC
Momotus lessonii,Lesson's Motmot,Lesson's motmot,LC
Momotus lessonii goldmani,,,
Momotus lessonii exiguus,,,
Momotus lessonii lessonii,,,
Momotus subrufescens,Whooping Motmot,Whooping motmot,LC
Momotus subrufescens subrufescens,,,
Momotus subrufescens spatha,,,
Momotus subrufescens osgoodi,,,
Momotus subrufescens argenticinctus,,,
Momotus bahamensis,Trinidad Motmot,Trinidad motmot,LC
Momotus momota,Amazonian Motmot,Udu-de-coroa-azul,LC
Momotus momota momota,,,
Momotus momota microstephanus,,,
Momotus momota ignobilis,,,
Momotus momota nattereri,,,
Momotus momota simplex,,,
Momotus momota cametensis,,,
Momotus momota parensis,,,
Momotus momota marcgravianus,,,
Momotus momota pilcomajensis,,,
Momotus aequatorialis,Andean Motmot,Andean motmot,LC
Momotus aequatorialis aequatorialis,,,
Momotus aequatorialis chlorolaemus,,,
Alcedinidae,,,
Ispidina,,,
Ispidina lecontei,African Dwarf Kingfisher,African dwarf kingfisher,LC
Ispidina lecontei ruficeps,,,
Ispidina lecontei lecontei,,,
Ispidina picta,African Pygmy Kingfisher,Pica-peixinho-pigmeu,LC
Ispidina picta picta,,,
Ispidina picta ferrugina,,,
Ispidina picta natalensis,,,
Corythornis,,,
Corythornis madagascariensis,Madagascar Pygmy Kingfisher,Madagascar pygmy kingfisher,LC
Corythornis madagascariensis madagascariensis,,,
Corythornis madagascariensis dilutus,,,
Corythornis leucogaster,White-bellied Kingfisher,Pica-peixinho-de-barriga-branca,LC
Corythornis leucogaster bowdleri,,,
Corythornis leucogaster leucogaster,,,
Corythornis leucogaster leopoldi,,,
Corythornis vintsioides,Malagasy Kingfisher,Malagasy kingfisher,LC
Corythornis vintsioides johannae,,,
Corythornis vintsioides vintsioides,,,
Corythornis cristatus,Malachite Kingfisher,Pica-peixinho-de-poupa,NE
Corythornis cristatus galeritus,,,
Corythornis cristatus nais,,,
Corythornis cristatus thomensis,,,
Corythornis cristatus cristatus,,,
Corythornis cristatus stuartkeithi,,,
Alcedo,,,
Alcedo euryzona,Javan Blue-banded Kingfisher,Javan blue-banded kingfisher,CR
Alcedo peninsulae,Malaysian Blue-banded Kingfisher,Malaysian blue-banded kingfisher,NT
Alcedo hercules,Blyth's Kingfisher,Blyth's kingfisher,NT
Alcedo meninting,Blue-eared Kingfisher,Blue-eared kingfisher,LC
Alcedo meninting coltarti,,,
Alcedo meninting phillipsi,,,
Alcedo meninting scintillans,,,
Alcedo meninting rufigastra,,,
Alcedo meninting meninting,,,
Alcedo semitorquata,Half-collared Kingfisher,Half-collared kingfisher,LC
Alcedo quadribrachys,Shining-blue Kingfisher,Pica-peixe-azul,LC
Alcedo quadribrachys quadribrachys,,,
Alcedo quadribrachys guentheri,,,
Alcedo coerulescens,Cerulean Kingfisher,Small blue kingfisher,LC
Alcedo atthis,Common Kingfisher,Guarda-rios,LC
Alcedo atthis ispida,,,
Alcedo atthis atthis,,,
Alcedo atthis bengalensis,,,
Alcedo atthis taprobana,,,
Alcedo atthis floresiana,,,
Alcedo atthis hispidoides,,,
Alcedo atthis salomonensis,,,
Ceyx,,,
Ceyx azureus,Azure Kingfisher,Azure kingfisher,LC
Ceyx azureus affinis,,,
Ceyx azureus yamdenae,,,
Ceyx azureus lessonii,,,
Ceyx azureus ochrogaster,,,
Ceyx azureus ruficollaris,,,
Ceyx azureus azureus,,,
Ceyx azureus diemenensis,,,
Ceyx websteri,Bismarck Kingfisher,Bismarck kingfisher,VU
Ceyx cyanopectus,Indigo-banded Kingfisher,Indigo-banded kingfisher,NE
Ceyx cyanopectus cyanopectus,,,
Ceyx cyanopectus nigrirostris,,,
Ceyx flumenicola,Northern Silvery Kingfisher,Northern silvery-kingfisher,NT
Ceyx argentatus,Southern Silvery Kingfisher,Southern silvery-kingfisher,NT
Ceyx pusillus,Little Kingfisher,Little kingfisher,LC
Ceyx pusillus halmaherae,,,
Ceyx pusillus laetior,,,
Ceyx pusillus pusillus,,,
Ceyx pusillus ramsayi,,,
Ceyx pusillus halli,,,
Ceyx pusillus masauji,,,
Ceyx pusillus bougainvillei,,,
Ceyx pusillus richardsi,,,
Ceyx pusillus aolae,,,
Ceyx erithaca,Black-backed Dwarf Kingfisher,Black-backed dwarf-kingfisher,NT
Ceyx erithaca erithaca,,,
Ceyx erithaca macrocarus,,,
Ceyx rufidorsa,Rufous-backed Dwarf Kingfisher,Rufous-backed dwarf-kingfisher,LC
Ceyx rufidorsa rufidorsa,,,
Ceyx rufidorsa motleyi,,,
Ceyx rufidorsa captus,,,
Ceyx rufidorsa jungei,,,
Ceyx rufidorsa vargasi,,,
Ceyx melanurus,Philippine Dwarf Kingfisher,Philippine dwarf-kingfisher,NE
Ceyx melanurus melanurus,,,
Ceyx melanurus samarensis,,,
Ceyx melanurus platenae,,,
Ceyx sangirensis,Sangihe Dwarf Kingfisher,Sangihe dwarf-kingfisher,CR
Ceyx fallax,Sulawesi Dwarf Kingfisher,Sulawesi dwarf-kingfisher,LC
Ceyx margarethae,Dimorphic Dwarf Kingfisher,Dimorphic dwarf-kingfisher,LC
Ceyx wallacii,Sula Dwarf Kingfisher,Sula dwarf-kingfisher,NT
Ceyx lepidus,Moluccan Dwarf Kingfisher,Moluccan dwarf-kingfisher,LC
Ceyx lepidus uropygialis,,,
Ceyx lepidus lepidus,,,
Ceyx cajeli,Buru Dwarf Kingfisher,Buru dwarf-kingfisher,NT
Ceyx solitarius,Papuan Dwarf Kingfisher,Papuan dwarf-kingfisher,LC
Ceyx dispar,Manus Dwarf Kingfisher,Manus dwarf-kingfisher,NT
Ceyx mulcatus,New Ireland Dwarf Kingfisher,New ireland dwarf-kingfisher,LC
Ceyx sacerdotis,New Britain Dwarf Kingfisher,New britain dwarf-kingfisher,LC
Ceyx collectoris,New Georgia Dwarf Kingfisher,New georgia dwarf-kingfisher,NT
Ceyx meeki,North Solomons Dwarf Kingfisher,North solomons dwarf-kingfisher,LC
Ceyx meeki meeki,,,
Ceyx meeki pallidus,,,
Ceyx nigromaxilla,Guadalcanal Dwarf Kingfisher,Guadalcanal dwarf-kingfisher,LC
Ceyx nigromaxilla malaitae,,,
Ceyx nigromaxilla nigromaxilla,,,
Ceyx gentianus,Makira Dwarf Kingfisher,Makira dwarf-kingfisher,LC
Megaceryle,,,
Megaceryle alcyon,Belted Kingfisher,Guarda-rios-cintado,LC
Megaceryle torquata,Ringed Kingfisher,Guarda-rios-grande,LC
Megaceryle torquata stictipennis,,,
Megaceryle torquata torquata,,,
Megaceryle torquata stellata,,,
Megaceryle maxima,Giant Kingfisher,Pica-peixe-gigante,LC
Megaceryle maxima maxima,,,
Megaceryle maxima gigantea,,,
Megaceryle lugubris,Crested Kingfisher,Crested kingfisher,LC
Megaceryle lugubris continentalis,,,
Megaceryle lugubris guttulata,,,
Megaceryle lugubris pallida,,,
Megaceryle lugubris lugubris,,,
Ceryle,,,
Ceryle rudis,Pied Kingfisher,Guarda-rios-malhado,LC
Ceryle rudis syriacus,,,
Ceryle rudis rudis,,,
Ceryle rudis leucomelanurus,,,
Ceryle rudis travancoreensis,,,
Ceryle rudis insignis,,,
Chloroceryle,,,
Chloroceryle amazona,Amazon Kingfisher,Guarda-rios-verde,LC
Chloroceryle aenea,American Pygmy Kingfisher,Martinho,LC
Chloroceryle aenea stictoptera,,,
Chloroceryle aenea aenea,,,
Chloroceryle americana,Green Kingfisher,Guarda-rios-pequeno,LC
