idx,id,sci_name,com_name,class,order
379,590,Amandava formosa,Green Avadavat,Aves,Passeriformes
380,591,Amandava subflava,Orange-breasted Waxbill,Aves,Passeriformes
381,593,Amaurolimnas concolor,Uniform Crake,Aves,Gruiformes
382,594,Zapornia akool,Brown Crake,Aves,Gruiformes
383,595,Zapornia flavirostra,Black Crake,Aves,Gruiformes
384,597,Amaurornis isabellina,Isabelline Bush-hen,Aves,Gruiformes
385,599,Amaurornis moluccana,Pale-vented Bush-hen,Aves,Gruiformes
386,600,Amaurornis olivacea,Plain Bush-hen,Aves,Gruiformes
387,601,Zapornia olivieri,Sakalava Rail,Aves,Gruiformes
388,602,Amaurornis phoenicurus,White-breasted Waterhen,Aves,Gruiformes
389,603,Amaurospiza aequatorialis,Ecuadorian Seedeater,Aves,Passeriformes
390,605,Amaurospiza concolor,Blue Seedeater,Aves,Passeriformes
391,606,Amaurospiza moesta,Blackish-blue Seedeater,Aves,Passeriformes
392,607,Amazilis amazilia,Amazilia Hummingbird,Aves,Apodiformes
393,609,Chrysuronia boucardi,Mangrove Hummingbird,Aves,Apodiformes
394,610,Amazilia luciae,Honduran Emerald,Aves,Apodiformes
395,611,Amazilia rutila,Cinnamon Hummingbird,Aves,Apodiformes
396,612,Amazilia tzacatl,Rufous-tailed Hummingbird,Aves,Apodiformes
397,613,Amazilia yucatanensis,Buff-bellied Hummingbird,Aves,Apodiformes
398,614,Amazona aestiva,Turquoise-fronted Amazon,Aves,Psittaciformes
399,615,Amazona agilis,Black-billed Amazon,Aves,Psittaciformes
400,616,Amazona albifrons,White-fronted Amazon,Aves,Psittaciformes
401,617,Amazona amazonica,Orange-winged Amazon,Aves,Psittaciformes
402,618,Amazona arausiaca,Red-necked Amazon,Aves,Psittaciformes
403,619,Amazona auropalliata,Yellow-naped Amazon,Aves,Psittaciformes
404,620,Amazona autumnalis,Red-lored Amazon,Aves,Psittaciformes
405,621,Amazona diadema,Diademed Amazon,Aves,Psittaciformes
406,622,Amazona barbadensis,Yellow-shouldered Amazon,Aves,Psittaciformes
407,623,Amazona brasiliensis,Red-tailed Amazon,Aves,Psittaciformes
408,624,Amazona collaria,Yellow-billed Amazon,Aves,Psittaciformes
409,625,Amazona dufresniana,Blue-cheeked Amazon,Aves,Psittaciformes
410,626,Amazona farinosa,Mealy Amazon,Aves,Psittaciformes
411,627,Amazona guatemalae,Amazona guatemalae,Aves,Psittaciformes
412,628,Amazona festiva,Festive Amazon,Aves,Psittaciformes
413,629,Amazona finschi,Lilac-crowned Amazon,Aves,Psittaciformes
414,630,Amazona guildingii,St. Vincent Amazon,Aves,Psittaciformes
415,631,Amazona imperialis,Imperial Amazon,Aves,Psittaciformes
416,632,Amazona kawalli,Kawall's Amazon,Aves,Psittaciformes
417,633,Amazona leucocephala,Cuban Amazon,Aves,Psittaciformes
418,634,Amazona mercenarius,Scaly-naped Amazon,Aves,Psittaciformes
419,635,Amazona ochrocephala,Yellow-crowned Amazon,Aves,Psittaciformes
420,636,Amazona oratrix,Yellow-headed Amazon,Aves,Psittaciformes
421,637,Amazona pretrei,Red-spectacled Amazon,Aves,Psittaciformes
422,638,Amazona rhodocorytha,Red-browed Amazon,Aves,Psittaciformes
423,640,Amazona tucumana,Tucuman Amazon,Aves,Psittaciformes
424,641,Amazona ventralis,Hispaniolan Amazon,Aves,Psittaciformes
425,642,Amazona versicolor,St. Lucia Amazon,Aves,Psittaciformes
426,643,Amazona vinacea,Vinaceous-breasted Amazon,Aves,Psittaciformes
427,644,Amazona viridigenalis,Red-crowned Amazon,Aves,Psittaciformes
428,645,Amazona vittata,Puerto Rican Amazon,Aves,Psittaciformes
429,646,Amazona xantholora,Yucatan Amazon,Aves,Psittaciformes
430,647,Amazonetta brasiliensis,Brazilian Teal,Aves,Anseriformes
431,652,Amblycercus holosericeus,Yellow-billed Cacique,Aves,Passeriformes
432,653,Amblycorypha alexanderi,Clicker Round-winged Katydid,Insecta,Orthoptera
433,654,Amblycorypha arenicola,sandhill virtuoso katydid,Insecta,Orthoptera
434,655,Amblycorypha bartrami,Bartram's round-winged katydid,Insecta,Orthoptera
435,657,Amblycorypha carinata,carinate katydid,Insecta,Orthoptera
436,658,Amblycorypha floridana,Florida false katydid,Insecta,Orthoptera
437,659,Amblycorypha huasteca,Texas false katydid,Insecta,Orthoptera
438,661,Amblycorypha longinicta,common virtuoso katydid,Insecta,Orthoptera
439,662,Amblycorypha oblongifolia,Oblong-winged Katydid,Insecta,Orthoptera
440,665,Amblycorypha rotundifolia,rattler round-winged katydid,Insecta,Orthoptera
441,667,Amblycorypha,Amblycorypha,Insecta,Orthoptera
442,670,Amblyornis inornata,Vogelkop Bowerbird,Aves,Passeriformes
443,671,Amblyornis macgregoriae,MacGregor's Bowerbird,Aves,Passeriformes
444,674,Amblyospiza albifrons,Thick-billed Weaver,Aves,Passeriformes
445,675,Amblyramphus holosericeus,Scarlet-headed Blackbird,Aves,Passeriformes
446,684,Ameerega hahneli,Ameerega hahneli,Amphibia,Anura
447,688,Ameerega picta,Ameerega picta,Amphibia,Anura
448,691,Ameerega trivittata,Ameerega trivittata,Amphibia,Anura
449,698,Amietia delalandii,Amietia delalandii,Amphibia,Anura
450,699,Amietia fuscigula,Amietia fuscigula,Amphibia,Anura
451,700,Amietia poyntoni,Amietia poyntoni,Amphibia,Anura
452,705,Ammodramus aurifrons,Yellow-browed Sparrow,Aves,Passeriformes
453,706,Ammodramus humeralis,Grassland Sparrow,Aves,Passeriformes
454,707,Ammodramus savannarum,Grasshopper Sparrow,Aves,Passeriformes
455,708,Ammomanes cinctura,Bar-tailed Lark,Aves,Passeriformes
456,709,Ammomanes deserti,Desert Lark,Aves,Passeriformes
457,710,Ammomanes phoenicura,Rufous-tailed Lark,Aves,Passeriformes
458,711,Ammomanopsis grayi,Gray's Lark,Aves,Passeriformes
459,712,Ammonastes pelzelni,Grey-bellied Antbird,Aves,Passeriformes
460,713,Ammoperdix griseogularis,See-see Partridge,Aves,Galliformes
461,714,Ammoperdix heyi,Sand Partridge,Aves,Galliformes
462,716,Ammospermophilus harrisii,Ammospermophilus harrisii,Mammalia,Rodentia
463,719,Ammospiza caudacuta,Saltmarsh Sparrow,Aves,Passeriformes
464,720,Ammospiza leconteii,LeConte's Sparrow,Aves,Passeriformes
465,721,Ammospiza maritima,Seaside Sparrow,Aves,Passeriformes
466,722,Ammospiza nelsoni,Nelson's Sparrow,Aves,Passeriformes
467,732,Ampeliceps coronatus,Golden-crested Myna,Aves,Passeriformes
468,733,Ampelioides tschudii,Scaled Fruiteater,Aves,Passeriformes
469,734,Ampelion rubrocristatus,Red-crested Cotinga,Aves,Passeriformes
470,735,Ampelion rufaxilla,Chestnut-crested Cotinga,Aves,Passeriformes
471,736,Ampelornis griseiceps,Grey-headed Antbird,Aves,Passeriformes
472,740,Amphipsalta cingulata,Amphipsalta cingulata,Insecta,Hemiptera
473,741,Amphipsalta strepitans,Amphipsalta strepitans,Insecta,Hemiptera
474,742,Amphipsalta zelandica,Amphipsalta zelandica,Insecta,Hemiptera
475,743,Amphispiza bilineata,Black-throated Sparrow,Aves,Passeriformes
476,744,Amphispizopsis quinquestriata,Five-striped Sparrow,Aves,Passeriformes
477,748,Amytornis ballarae,Kalkadoon Grasswren,Aves,Passeriformes
478,749,Amytornis barbatus,Grey Grasswren,Aves,Passeriformes
479,750,Amytornis dorotheae,Carpentarian Grasswren,Aves,Passeriformes
480,751,Amytornis goyderi,Eyrean Grasswren,Aves,Passeriformes
481,752,Amytornis housei,Black Grasswren,Aves,Passeriformes
482,753,Amytornis merrotsyi,Short-tailed Grasswren,Aves,Passeriformes
483,754,Amytornis modestus,Thick-billed Grasswren,Aves,Passeriformes
484,755,Amytornis textilis,Western Grasswren,Aves,Passeriformes
485,756,Amytornis oweni,Sandhill Grasswren,Aves,Passeriformes
486,757,Amytornis purnelli,Dusky Grasswren,Aves,Passeriformes
487,758,Amytornis rowleyi,Opalton Grasswren,Aves,Passeriformes
488,759,Amytornis striatus,Striated Grasswren,Aves,Passeriformes
489,760,Amytornis whitei,Pilbara Grasswren,Aves,Passeriformes
490,762,Anabacerthia amaurotis,White-browed Foliage-gleaner,Aves,Passeriformes
491,763,Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,Aves,Passeriformes
492,764,Anabacerthia ruficaudata,Rufous-tailed Foliage-gleaner,Aves,Passeriformes
493,765,Anabacerthia striaticollis,Montane Foliage-gleaner,Aves,Passeriformes
494,766,Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,Aves,Passeriformes
495,767,Anarhynchus montanus,Mountain Plover,Insecta,Diptera
496,768,Anarhynchus pallidus,Chestnut-banded Plover,Insecta,Diptera
497,771,Anabathmis newtonii,Newton's Sunbird,Aves,Passeriformes
498,772,Anabathmis reichenbachii,Reichenbach's Sunbird,Aves,Passeriformes
499,773,Anabazenops dorsalis,Bamboo Foliage-gleaner,Aves,Passeriformes
500,774,Anabazenops fuscus,White-collared Foliage-gleaner,Aves,Passeriformes
501,776,Anabrus simplex,Anabrus simplex,Insecta,Orthoptera
502,780,Anadrymadusa ornatipennis,Anadrymadusa ornatipennis,Insecta,Orthoptera
503,783,Uromyias agilis,Agile Tit-Tyrant,Aves,Passeriformes
504,784,Uromyias agraphia,Unstreaked Tit-Tyrant,Aves,Passeriformes
505,785,Anairetes alpinus,Ash-breasted Tit-Tyrant,Aves,Passeriformes
506,786,Anairetes fernandezianus,Juan Fernandez Tit-Tyrant,Aves,Passeriformes
507,787,Anairetes flavirostris,Yellow-billed Tit-Tyrant,Aves,Passeriformes
508,788,Anairetes nigrocristatus,Black-crested Tit-Tyrant,Aves,Passeriformes
509,789,Anairetes parulus,Tufted Tit-Tyrant,Aves,Passeriformes
510,790,Anairetes reguloides,Pied-crested Tit-Tyrant,Aves,Passeriformes
511,791,Anaplectes rubriceps,Red-headed Weaver,Aves,Passeriformes
512,792,Anapsaltoda pulchra,Anapsaltoda pulchra,Insecta,Hemiptera
513,793,Anarhynchus alexandrinus,Kentish Plover,Aves,Charadriiformes
514,795,Anarhynchus alticola,Puna Plover,Aves,Charadriiformes
515,798,Anarhynchus atrifrons,Tibetan Sand Plover,Aves,Charadriiformes
516,799,Anarhynchus bicinctus,Double-banded Plover,Aves,Charadriiformes
517,800,Anarhynchus collaris,Collared Plover,Aves,Charadriiformes
518,801,Anarhynchus dealbatus,White-faced Plover,Aves,Charadriiformes
519,802,Anarhynchus falklandicus,Two-banded Plover,Aves,Charadriiformes
520,803,Anarhynchus frontalis,Wrybill,Aves,Charadriiformes
521,805,Anarhynchus leschenaultii,Greater Sand Plover,Aves,Charadriiformes
522,807,Anarhynchus marginatus,White-fronted Plover,Aves,Charadriiformes
523,808,Anarhynchus mongolus,Siberian Sand Plover,Aves,Charadriiformes
524,809,Anarhynchus nivosus,Snowy Plover,Aves,Charadriiformes
525,810,Anarhynchus obscurus,New Zealand Plover,Aves,Charadriiformes
526,811,Anarhynchus pecuarius,Kittlitz's Plover,Aves,Charadriiformes
527,812,Anarhynchus peronii,Malaysian Plover,Aves,Charadriiformes
528,813,Anarhynchus ruficapillus,Red-capped Plover,Aves,Charadriiformes
529,815,Anarhynchus wilsonia,Wilson's Plover,Aves,Charadriiformes
530,816,Anas acuta,Northern Pintail,Aves,Anseriformes
531,817,Anas albogularis,Andaman Teal,Aves,Anseriformes
532,818,Anas andium,Andean Teal,Aves,Anseriformes
533,819,Anas bahamensis,White-cheeked Pintail,Aves,Anseriformes
534,821,Anas capensis,Cape Teal,Aves,Anseriformes
535,822,Anas carolinensis,Green-winged Teal,Aves,Anseriformes
536,823,Anas castanea,Chestnut Teal,Aves,Anseriformes
537,824,Anas chlorotis,Brown Teal,Aves,Anseriformes
538,825,Spatula clypeata,Northern Shoveler,Aves,Anseriformes
539,827,Anas crecca,Eurasian Teal,Aves,Anseriformes
540,828,Spatula cyanoptera,Cinnamon Teal,Aves,Anseriformes
541,830,Anas diazi,Mexican Duck,Aves,Anseriformes
542,832,Anas erythrorhyncha,Red-billed Teal,Aves,Anseriformes
543,833,Mareca falcata,Falcated Duck,Aves,Anseriformes
544,835,Anas flavirostris,Yellow-billed Teal,Aves,Anseriformes
545,836,Sibirionetta formosa,Baikal Teal,Aves,Anseriformes
546,838,Anas fulvigula,Mottled Duck,Aves,Anseriformes
547,839,Anas georgica,Yellow-billed Pintail,Aves,Anseriformes
548,840,Anas gibberifrons,Sunda Teal,Aves,Anseriformes
549,841,Anas gracilis,Grey Teal,Aves,Anseriformes
550,844,Anas laysanensis,Laysan Duck,Aves,Anseriformes
551,845,Anas luzonica,Philippine Duck,Aves,Anseriformes
552,846,Anas melleri,Meller's Duck,Aves,Anseriformes
553,847,Anas nesiotis,Campbell Teal,Aves,Anseriformes
554,848,Mareca penelope,Eurasian Wigeon,Aves,Anseriformes
555,850,Spatula platalea,Red Shoveler,Aves,Anseriformes
556,852,Anas platyrhynchos,Mallard,Aves,Anseriformes
557,853,Anas poecilorhyncha,Indian Spot-billed Duck,Aves,Anseriformes
558,854,Spatula querquedula,Garganey,Aves,Anseriformes
559,856,Anas rubripes,American Black Duck,Aves,Anseriformes
560,857,Mareca sibilatrix,Chiloe Wigeon,Aves,Anseriformes
561,859,Spatula smithii,Cape Shoveler,Aves,Anseriformes
562,861,Anas sparsa,African Black Duck,Aves,Anseriformes
563,862,Mareca strepera,Gadwall,Aves,Anseriformes
564,864,Anas superciliosa,Pacific Black Duck,Aves,Anseriformes
565,865,Anas undulata,Yellow-billed Duck,Aves,Anseriformes
566,866,Anas wyvilliana,Hawaiian Duck,Aves,Anseriformes
567,867,Anas zonorhyncha,Eastern Spot-billed Duck,Aves,Anseriformes
568,869,Anastomus lamelligerus,African Openbill,Aves,Ciconiiformes
569,870,Anastomus oscitans,Asian Openbill,Aves,Ciconiiformes
570,873,Anaxipha delicatula,chirping trig,Insecta,Orthoptera
571,874,Anaxipha exigua,Say's Trig,Insecta,Orthoptera
572,877,Anaxipha imitator,Cuban trig,Insecta,Orthoptera
573,879,Anaxipha litarena,beach trig,Insecta,Orthoptera
574,885,Anaxipha tinnulacita,Anaxipha tinnulacita,Insecta,Orthoptera
575,886,Anaxipha tinnulenta,Anaxipha tinnulenta,Insecta,Orthoptera
576,887,Anaxipha vernalis,Spring trig,Insecta,Orthoptera
577,888,Anaxipha,Anaxipha,Insecta,Orthoptera
578,889,Anaxyrus americanus,American Toad,Amphibia,Anura
579,890,Anaxyrus boreas,Anaxyrus boreas,Amphibia,Anura
580,891,Anaxyrus californicus,Arroyo Toad,Amphibia,Anura
581,892,Anaxyrus canorus,Yosemite Toad,Amphibia,Anura
582,893,Anaxyrus cognatus,Great Plains Toad,Amphibia,Anura
583,895,Anaxyrus debilis,Green Toad,Amphibia,Anura
584,897,Anaxyrus fowleri,Fowler's Toad,Amphibia,Anura
585,898,Anaxyrus hemiophrys,Canadian Toad,Amphibia,Anura
586,900,Anaxyrus houstonensis,Houston Toad,Amphibia,Anura
587,903,Anaxyrus microscaphus,Arizona Toad,Amphibia,Anura
588,905,Anaxyrus punctatus,Red-spotted Toad,Amphibia,Anura
589,906,Anaxyrus quercicus,Oak Toad,Amphibia,Anura
590,908,Anaxyrus speciosus,Texas Toad,Amphibia,Anura
591,909,Anaxyrus terrestris,Southern Toad,Amphibia,Anura
592,911,Anaxyrus woodhousii,Woodhouse's Toad,Amphibia,Anura
593,913,Ancistrops strigilatus,Chestnut-winged Hookbill,Aves,Passeriformes
594,915,Andigena cucullata,Hooded Mountain Toucan,Aves,Piciformes
595,916,Andigena hypoglauca,Grey-breasted Mountain Toucan,Aves,Piciformes
596,917,Andigena laminirostris,Plate-billed Mountain Toucan,Aves,Piciformes
597,918,Andigena nigrirostris,Black-billed Mountain Toucan,Aves,Piciformes
598,922,Andinobates opisthomelas,Andinobates opisthomelas,Amphibia,Anura
599,925,Androdon aequatorialis,Tooth-billed Hummingbird,Aves,Apodiformes
600,926,Andropadus importunus,Sombre Greenbul,Aves,Passeriformes
601,944,Anhima cornuta,Horned Screamer,Aves,Anseriformes
602,945,Anhinga anhinga,Anhinga,Aves,Suliformes
603,946,Anhinga melanogaster,Oriental Darter,Aves,Suliformes
604,947,Anhinga novaehollandiae,Australasian Darter,Aves,Suliformes
605,948,Anhinga rufa,African Darter,Aves,Suliformes
606,951,Anhydrophryne rattrayi,Anhydrophryne rattrayi,Amphibia,Anura
607,952,Animalia,Animals,Animalia,Animalia
608,953,Anisognathus igniventris,Scarlet-bellied Mountain Tanager,Aves,Passeriformes
609,954,Anisognathus lacrymosus,Lacrimose Mountain Tanager,Aves,Passeriformes
610,955,Anisognathus melanogenys,Santa Marta Mountain Tanager,Aves,Passeriformes
611,956,Anisognathus notabilis,Black-chinned Mountain Tanager,Aves,Passeriformes
612,957,Anisognathus somptuosus,Blue-winged Mountain Tanager,Aves,Passeriformes
613,959,Anodorhynchus hyacinthinus,Hyacinth Macaw,Aves,Psittaciformes
614,960,Anodorhynchus leari,Lear's Macaw,Aves,Psittaciformes
615,964,Anomaloglossus baeobatrachus,Anomaloglossus baeobatrachus,Amphibia,Anura
616,967,Anomalospiza imberbis,Cuckoo-finch,Aves,Passeriformes
617,975,Anopetia gounellei,Broad-tipped Hermit,Aves,Apodiformes
618,980,Anorrhinus austeni,Austen's Brown Hornbill,Aves,Bucerotiformes
619,981,Anorrhinus galeritus,Bushy-crested Hornbill,Aves,Bucerotiformes
620,982,Anorrhinus tickelli,Tickell's Brown Hornbill,Aves,Bucerotiformes
621,985,Anous minutus,Black Noddy,Aves,Charadriiformes
622,986,Anous stolidus,Brown Noddy,Aves,Charadriiformes
623,987,Anous tenuirostris,Lesser Noddy,Aves,Charadriiformes
624,988,Anser albifrons,Greater White-fronted Goose,Aves,Anseriformes
625,989,Anser anser,Greylag Goose,Aves,Anseriformes
626,991,Anser brachyrhynchus,Pink-footed Goose,Aves,Anseriformes
627,992,Anser caerulescens,Snow Goose,Aves,Anseriformes
628,994,Anser canagicus,Emperor Goose,Aves,Anseriformes
629,996,Anser cygnoides,Swan Goose,Aves,Anseriformes
630,998,Anser erythropus,Lesser White-fronted Goose,Aves,Anseriformes
631,999,Anser fabalis,Taiga Bean Goose,Aves,Anseriformes
632,1000,Anser indicus,Bar-headed Goose,Aves,Anseriformes
633,1001,Anser rossii,Ross's Goose,Aves,Anseriformes
634,1003,Anser serrirostris,Tundra Bean Goose,Aves,Anseriformes
635,1004,Anseranas semipalmata,Magpie Goose,Aves,Anseriformes
636,1024,Anthipes monileger,White-gorgeted Flycatcher,Aves,Passeriformes
637,1025,Anthipes solitaris,Rufous-browed Flycatcher,Aves,Passeriformes
638,1026,Anthobaphes violacea,Orange-breasted Sunbird,Aves,Passeriformes
639,1028,Anthocephala floriceps,Santa Marta Blossomcrown,Aves,Apodiformes
640,1029,Anthochaera carunculata,Red Wattlebird,Aves,Passeriformes
641,1030,Anthochaera chrysoptera,Little Wattlebird,Aves,Passeriformes
642,1031,Anthochaera lunulata,Western Wattlebird,Aves,Passeriformes
643,1032,Anthochaera paradoxa,Yellow Wattlebird,Aves,Passeriformes
644,1033,Anthochaera phrygia,Regent Honeyeater,Aves,Passeriformes
645,1034,Hydrornis phayrei,Eared Pitta,Aves,Passeriformes
646,1039,Anthornis melanura,New Zealand Bellbird,Aves,Passeriformes
647,1040,Anthoscopus caroli,Grey Penduline Tit,Aves,Passeriformes
648,1041,Anthoscopus flavifrons,Forest Penduline Tit,Aves,Passeriformes
649,1042,Anthoscopus minutus,Cape Penduline Tit,Aves,Passeriformes
650,1043,Anthoscopus musculus,Mouse-colored Penduline Tit,Aves,Passeriformes
651,1044,Anthoscopus parvulus,Yellow Penduline Tit,Aves,Passeriformes
652,1045,Anthoscopus punctifrons,Sennar Penduline Tit,Aves,Passeriformes
653,1046,Anthracoceros albirostris,Oriental Pied Hornbill,Aves,Bucerotiformes
654,1047,Anthracoceros coronatus,Malabar Pied Hornbill,Aves,Bucerotiformes
655,1048,Anthracoceros malayanus,Black Hornbill,Aves,Bucerotiformes
656,1049,Anthracoceros marchei,Palawan Hornbill,Aves,Bucerotiformes
657,1050,Anthracoceros montani,Sulu Hornbill,Aves,Bucerotiformes
658,1051,Anthracothorax aurulentus,Puerto Rican Mango,Aves,Apodiformes
659,1052,Anthracothorax dominicus,Hispaniolan Mango,Aves,Apodiformes
660,1053,Anthracothorax mango,Jamaican Mango,Aves,Apodiformes
661,1054,Anthracothorax nigricollis,Black-throated Mango,Aves,Apodiformes
662,1055,Anthracothorax prevostii,Green-breasted Mango,Aves,Apodiformes
663,1056,Anthracothorax veraguensis,Veraguan Mango,Aves,Apodiformes
664,1057,Anthracothorax viridigula,Green-throated Mango,Aves,Apodiformes
665,1058,Anthracothorax viridis,Green Mango,Aves,Apodiformes
666,1060,Anthreptes anchietae,Anchieta's Sunbird,Aves,Passeriformes
667,1062,Anthreptes gabonicus,Mangrove Sunbird,Aves,Passeriformes
668,1064,Anthreptes longuemarei,Western Violet-backed Sunbird,Aves,Passeriformes
669,1065,Anthreptes malacensis,Brown-throated Sunbird,Aves,Passeriformes
670,1067,Anthreptes orientalis,Eastern Violet-backed Sunbird,Aves,Passeriformes
671,1068,Anthreptes rectirostris,Yellow-chinned Sunbird,Aves,Passeriformes
672,1069,Anthreptes tephrolaemus,Grey-chinned Sunbird,Aves,Passeriformes
673,1070,Anthreptes reichenowi,Plain-backed Sunbird,Aves,Passeriformes
674,1071,Anthreptes rhodolaemus,Red-throated Sunbird,Aves,Passeriformes
675,1073,Anthreptes seimundi,Little Green Sunbird,Aves,Passeriformes
676,1074,Anthreptes simplex,Plain Sunbird,Aves,Passeriformes
677,1076,Anthropoides paradiseus,Blue Crane,Aves,Gruiformes
678,1078,Anthropoides virgo,Demoiselle Crane,Aves,Gruiformes
679,1081,Anthus antarcticus,South Georgia Pipit,Aves,Passeriformes
680,1082,Anthus australis,Australian Pipit,Aves,Passeriformes
681,1083,Anthus berthelotii,Berthelot's Pipit,Aves,Passeriformes
682,1084,Anthus bogotensis,Paramo Pipit,Aves,Passeriformes
683,1085,Anthus brachyurus,Short-tailed Pipit,Aves,Passeriformes
684,1086,Anthus brevirostris,Puna Pipit,Aves,Passeriformes
685,1087,Anthus caffer,Bushveld Pipit,Aves,Passeriformes
686,1088,Anthus campestris,Tawny Pipit,Aves,Passeriformes
