SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Troglodytes grenadensis,Grenada wren,houwre11,species,26959.0,HOWR GRWR,TRGR,GREW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes musculus,Southern house wren,houwre4,species,26960.0,SHWR HOWR,TRMU,SOHW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes musculus [intermedius Group],Southern house wren (Central American),sohwre4,issf,26961.0,SOHW SHWR HOWR,TRMU,,Passeriformes,Wrens,Troglodytidae,houwre4,,,troglo1
Troglodytes musculus [audax Group],Southern house wren (North Andean),sohwre5,issf,26965.0,SOHW SHWR HOWR,TRMU,,Passeriformes,Wrens,Troglodytidae,houwre4,,,troglo1
Troglodytes musculus carabayae,Southern house wren (South Peruvian),houwre31,issf,26971.0,SOHW SHWR HOWR,TRMU,,Passeriformes,Wrens,Troglodytidae,houwre4,,,troglo1
Troglodytes musculus [musculus Group],Southern house wren (cis-Andean),sohwre6,issf,26972.0,SOHW SHWR HOWR,TRMU,,Passeriformes,Wrens,Troglodytidae,houwre4,,,troglo1
Troglodytes aedon/musculus,Northern/Southern House Wren,y01309,slash,26982.0,NHWR HOWR SOHW SHWR,TRAE TRMU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes cobbi,Cobb's wren,houwre5,species,26983.0,COWR,TRCO,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes sissonii,Socorro wren,socwre2,species,26984.0,SOWR,TRSI,SOCW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes tanneri,Clarion wren,clawre1,species,26985.0,,TRTA,CLWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes rufociliatus,Rufous-browed wren,rubwre2,species,26986.0,RBWR,TRRU,RBWW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes ochraceus,Ochraceous wren,ochwre1,species,26991.0,,TROC,OCWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes solstitialis,Mountain wren,mouwre1,species,26995.0,MOWR,TRSO,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes monticola,Santa marta wren,samwre1,species,27001.0,SMWR,TRMO,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes rufulus,Corruíra-dos-tepuis,tepwre1,species,27002.0,TEWR,TRRU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes troglodytes,Carriça,winwre4,species,27008.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes troglodytes islandicus,Carriça (islandicus),eurwre1,issf,27009.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,winwre4,,,troglo1
Troglodytes troglodytes borealis,Carriça (borealis),eurwre2,issf,27010.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,winwre4,,,troglo1
Troglodytes troglodytes zetlandicus,Carriça (zetlandicus),eurwre3,issf,27011.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,winwre4,,,troglo1
Troglodytes troglodytes hebridensis,Carriça (hebridensis),eurwre4,issf,27012.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,winwre4,,,troglo1
Troglodytes troglodytes fridariensis,Carriça (fridariensis),eurwre5,issf,27013.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,winwre4,,,troglo1
Troglodytes troglodytes hirtensis,Carriça (hirtensis),eurwre6,issf,27014.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,winwre4,,,troglo1
Troglodytes troglodytes indigenus,Carriça (indigenus),eurwre7,issf,27015.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,winwre4,,,troglo1
Troglodytes troglodytes [troglodytes Group],Carriça [grupo troglodytes],eurwre8,issf,27016.0,NOWR EUWR,TRTR,,Passeriformes,Wrens,Troglodytidae,winwre4,,,troglo1
Troglodytes pacificus,Pacific wren,pacwre1,species,27038.0,,TRPA,PAWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes pacificus [alascensis Group],Pacific wren (alascensis Group),winwre1,issf,27039.0,PAWR,TRPA,,Passeriformes,Wrens,Troglodytidae,pacwre1,,,troglo1
Troglodytes pacificus [pacificus Group],Pacific wren (pacificus Group),winwre2,issf,27048.0,PAWR,TRPA,,Passeriformes,Wrens,Troglodytidae,pacwre1,,,troglo1
Troglodytes hiemalis,Winter wren,winwre3,species,27054.0,AWWR,TRHI,WIWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Troglodytes pacificus/hiemalis,Pacific/Winter Wren,winwre,slash,27057.0,PAWR WIWR AWWR,TRHI TRPA,PWWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryorchilus browni,Timberline wren,timwre1,species,27058.0,,THBR,TIWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cistothorus stellaris,Sedge wren,sedwre1,species,27062.0,,CIST,SEWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cistothorus platensis,Corruíra-do-campo,sedwre,species,27063.0,GRWR,CIPL,GWRE,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cistothorus platensis [elegans Group],Corruíra-do-campo [grupo elegans],sedwre2,issf,27064.0,GWRE GRWR,CIPL,,Passeriformes,Wrens,Troglodytidae,sedwre,,,troglo1
Cistothorus platensis alticola,Corruíra-do-campo (alticola),sedwre6,issf,27073.0,GWRE GRWR,CIPL,,Passeriformes,Wrens,Troglodytidae,sedwre,,,troglo1
Cistothorus platensis aequatorialis,Corruíra-do-campo (aequatorialis),sedwre7,issf,27074.0,GWRE GRWR,CIPL,,Passeriformes,Wrens,Troglodytidae,sedwre,,,troglo1
Cistothorus platensis graminicola,Corruíra-do-campo (graminicola),sedwre8,issf,27075.0,GWRE GRWR,CIPL,,Passeriformes,Wrens,Troglodytidae,sedwre,,,troglo1
Cistothorus platensis minimus,Corruíra-do-campo (minimus),sedwre9,issf,27076.0,GWRE GRWR,CIPL,,Passeriformes,Wrens,Troglodytidae,sedwre,,,troglo1
Cistothorus platensis tucumanus,Corruíra-do-campo (tucumanus),sedwre10,issf,27077.0,GWRE GRWR,CIPL,,Passeriformes,Wrens,Troglodytidae,sedwre,,,troglo1
Cistothorus platensis platensis/polyglottus,Corruíra-do-campo (platensis/polyglottus),sedwre11,issf,27078.0,GWRE GRWR,CIPL,,Passeriformes,Wrens,Troglodytidae,sedwre,,,troglo1
Cistothorus platensis hornensis/falklandicus,Corruíra-do-campo (hornensis/falklandicus),sedwre12,issf,27081.0,GWRE GRWR,CIPL,,Passeriformes,Wrens,Troglodytidae,sedwre,,,troglo1
Cistothorus meridae,Merida wren,merwre1,species,27084.0,MEWR,CIME,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cistothorus apolinari,Apolinar's wren,apowre1,species,27085.0,APWR,CIAP,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cistothorus palustris,Marsh wren,marwre,species,27088.0,,CIPA,MAWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cistothorus palustris [paludicola Group],Marsh wren (paludicola Group),marwre1,issf,27089.0,MAWR,CIPA,,Passeriformes,Wrens,Troglodytidae,marwre,,,troglo1
Cistothorus palustris [plesius Group],Marsh wren (plesius Group),marwre2,issf,27094.0,MAWR,CIPA,,Passeriformes,Wrens,Troglodytidae,marwre,,,troglo1
Cistothorus palustris [palustris Group],Marsh wren (palustris Group),marwre3,issf,27098.0,MAWR,CIPA,,Passeriformes,Wrens,Troglodytidae,marwre,,,troglo1
Cistothorus palustris griseus,Marsh wren (griseus),marwre5,issf,27104.0,MAWR,CIPA,,Passeriformes,Wrens,Troglodytidae,marwre,,,troglo1
Cistothorus palustris tolucensis,Marsh wren (tolucensis),marwre4,issf,27105.0,MAWR,CIPA,,Passeriformes,Wrens,Troglodytidae,marwre,,,troglo1
Cistothorus stellaris/palustris,Sedge/Marsh Wren,y00328,slash,27106.0,MAWR SEWR,CIPA CIST,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryothorus ludovicianus,Carolina wren,carwre,species,27107.0,CBWR CAWR,THLU,CARW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryothorus ludovicianus [ludovicianus Group],Carolina wren (Northern),carwre1,issf,27108.0,CARW CBWR CAWR,THLU,,Passeriformes,Wrens,Troglodytidae,carwre,,,troglo1
Thryothorus ludovicianus [berlandieri Group],Carolina wren (Northeast Mexico/South Texas),y00487,issf,27113.0,CARW CBWR CAWR,THLU,,Passeriformes,Wrens,Troglodytidae,carwre,,,troglo1
Thryothorus ludovicianus albinucha/subfulvus,Carolina wren (White-browed),carwre2,issf,27117.0,CARW CBWR CAWR,THLU,,Passeriformes,Wrens,Troglodytidae,carwre,,,troglo1
Troglodytes aedon x Thryothorus ludovicianus,Northern house x carolina wren (hybrid),x01068,hybrid,27120.0,NHWR HOWR CARW CBWR CAWR,TRAE THLU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryomanes bewickii,Bewick's wren,bewwre,species,27121.0,,THBE,BEWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryomanes bewickii bewickii,Bewick's wren (bewickii),bewwre3,issf,27122.0,BEWR,THBE,,Passeriformes,Wrens,Troglodytidae,bewwre,,,troglo1
Thryomanes bewickii [mexicanus Group],Bewick's wren (mexicanus Group),bewwre2,issf,27123.0,BEWR,THBE,,Passeriformes,Wrens,Troglodytidae,bewwre,,,troglo1
Thryomanes bewickii [spilurus Group],Bewick's wren (spilurus Group),bewwre1,issf,27129.0,BEWR,THBE,,Passeriformes,Wrens,Troglodytidae,bewwre,,,troglo1
Campylorhynchus albobrunneus,White-headed wren,whhwre1,species,27139.0,,CAAL,WHWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus zonatus,Band-backed wren,babwre1,species,27142.0,BBWR,CAZO,BABW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus zonatus [zonatus Group],Band-backed wren (Mesoamerican),babwre11,issf,27143.0,BBWR BABW,CAZO,,Passeriformes,Wrens,Troglodytidae,babwre1,,,troglo1
Campylorhynchus zonatus costaricensis/panamensis,Band-backed wren (Costa Rican),babwre10,issf,27147.0,BBWR BABW,CAZO,,Passeriformes,Wrens,Troglodytidae,babwre1,,,troglo1
Campylorhynchus zonatus brevirostris/curvirostris,Band-backed wren (Colombian),babwre9,issf,27150.0,BBWR BABW,CAZO,,Passeriformes,Wrens,Troglodytidae,babwre1,,,troglo1
Campylorhynchus albobrunneus x zonatus,White-headed x band-backed wren (hybrid),x00969,hybrid,27153.0,BBWR WHWR BABW,CAZO CAAL,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus megalopterus,Gray-barred wren,grbwre1,species,27154.0,,CAME,GBWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus chiapensis,Giant wren,giawre1,species,27157.0,,CACH,GIWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus humilis,Russet-naped wren,runwre3,species,27158.0,SCWR RNWR,CAHU,RNAW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus rufinucha,Veracruz wren,runwre2,species,27159.0,RNWR,CARU,VEWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus capistratus,Rufous-backed wren,runwre4,species,27160.0,RNWR RBWR,CACA,RBAW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus capistratus castaneus,Rufous-backed wren (Sula Valley),runwre8,issf,27161.0,RBAW RNWR RBWR,CACA,,Passeriformes,Wrens,Troglodytidae,runwre4,,,troglo1
Campylorhynchus capistratus [capistratus Group],Rufous-backed wren (Rufous-backed),rubwre14,issf,27162.0,RBAW RNWR RBWR,CACA,,Passeriformes,Wrens,Troglodytidae,runwre4,,,troglo1
Campylorhynchus humilis/capistratus,Russet-naped/Rufous-backed Wren,y01335,slash,27167.0,RBAW RNWR RNAW SCWR RBWR,CAHU CACA,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus gularis,Spotted wren,spowre1,species,27168.0,,CAGU,SPWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus jocosus,Boucard's wren,bouwre1,species,27169.0,,CAJO,BOWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus yucatanicus,Yucatan wren,yucwre1,species,27170.0,,CAYU,YUWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus brunneicapillus,Cactus wren,cacwre,species,27171.0,CAWR,CABR,CACW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus brunneicapillus [brunneicapillus Group],Cactus wren (brunneicapillus Group),cacwre2,issf,27172.0,CACW CAWR,CABR,,Passeriformes,Wrens,Troglodytidae,cacwre,,,troglo1
Campylorhynchus brunneicapillus [affinis Group],Cactus wren (affinis Group),cacwre1,issf,27177.0,CACW CAWR,CABR,,Passeriformes,Wrens,Troglodytidae,cacwre,,,troglo1
Campylorhynchus nuchalis,Stripe-backed wren,stbwre2,species,27181.0,SBWR,CANU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus fasciatus,Fasciated wren,faswre1,species,27185.0,FAWR,CAFA,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus griseus,Garrincha-dos-lhanos,bicwre1,species,27188.0,,CAGR,BIWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus turdinus,Catatau,thlwre1,species,27195.0,TLWR,CATU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Campylorhynchus turdinus turdinus/hypostictus,Thrush-like wren (Spot-breasted),thlwre5,issf,27196.0,TLWR,CATU,,Passeriformes,Wrens,Troglodytidae,thlwre1,,,troglo1
Campylorhynchus turdinus unicolor,Thrush-like wren (Unspotted),thlwre4,issf,27199.0,TLWR,CATU,,Passeriformes,Wrens,Troglodytidae,thlwre1,,,troglo1
Pheugopedius spadix,Sooty-headed wren,sohwre1,species,27200.0,SHWR,PHSP,SHEW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius fasciatoventris,Black-bellied wren,blbwre1,species,27203.0,BBWR,PHFA,BBEW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius euophrys,Plain-tailed wren,pltwre1,species,27207.0,PTBW PTWR,PHEU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius euophrys euophrys,Plain-tailed wren (Western),pltwre4,issf,27208.0,PTBW PTWR,PHEU,,Passeriformes,Wrens,Troglodytidae,pltwre1,,,troglo1
Pheugopedius euophrys longipes/atriceps,Plain-tailed wren (Eastern),pltwre7,issf,27209.0,PTBW PTWR,PHEU,,Passeriformes,Wrens,Troglodytidae,pltwre1,,,troglo1
Pheugopedius schulenbergi,Gray-browed wren,pltwre3,species,27212.0,PTWR GBWR,PHSC,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius [undescribed form],Mantaro wren (undescribed form),manwre1,form,27213.0,MAWR,,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius eisenmanni,Inca wren,incwre1,species,27214.0,INWR,PHEI,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius mystacalis,Whiskered wren,whiwre1,species,27215.0,WHWR,PHMY,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius genibarbis,Garrinchão-pai-avô,mouwre2,species,27224.0,MOWR,PHGE,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius coraya,Garrinchão-coraia,corwre1,species,27229.0,COWR,PHCO,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius genibarbis x coraya,Garrinchão-pai-avô x garrinchão-coraia (híbrido),x00970,hybrid,27240.0,COWR MOWR,PHCO PHGE,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius genibarbis/coraya,Garrinchão-pai-avô/Garrinchão-coraia,y00984,slash,27241.0,COWR MOWR,PHCO PHGE,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius rutilus,Rufous-breasted wren,rubwre1,species,27242.0,RBWR,PHRU,RBSW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius maculipectus,Spot-breasted wren,spbwre1,species,27250.0,SBWR,PHMA,SOBW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius sclateri,Speckle-breasted wren,spbwre2,species,27257.0,SBWR SBWS,PHSC,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius sclateri columbianus,Speckle-breasted wren (Colombian),spbwre5,issf,27258.0,SBWR SBWS,PHSC,,Passeriformes,Wrens,Troglodytidae,spbwre2,,,troglo1
Pheugopedius sclateri paucimaculatus,Speckle-breasted wren (Speckle-breasted),spbwre3,issf,27259.0,SBWR SBWS,PHSC,,Passeriformes,Wrens,Troglodytidae,spbwre2,,,troglo1
Pheugopedius sclateri sclateri,Speckle-breasted wren (Marañon),spbwre4,issf,27260.0,SBWR SBWS,PHSC,,Passeriformes,Wrens,Troglodytidae,spbwre2,,,troglo1
Pheugopedius felix,Happy wren,hapwre1,species,27261.0,,PHFE,HAWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius felix [felix Group],Happy wren (Mainland),hapwre8,issf,27262.0,HAWR,PHFE,,Passeriformes,Wrens,Troglodytidae,hapwre1,,,troglo1
Pheugopedius felix lawrencii,Happy wren (Tres Marias Is.),hapwre9,issf,27267.0,HAWR,PHFE,,Passeriformes,Wrens,Troglodytidae,hapwre1,,,troglo1
Pheugopedius atrogularis,Black-throated wren,bltwre1,species,27268.0,,PHAT,BTWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Pheugopedius sp.,Pheugopedius sp.,pheugo1,spuh,27269.0,,,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryophilus sinaloa,Sinaloa wren,sinwre1,species,27270.0,,THSI,SIWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryophilus pleurostictus,Banded wren,banwre1,species,27274.0,BAWR,THPL,BANW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryophilus rufalbus,Rufous-and-white wren,rawwre1,species,27282.0,,THRU,RAWW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryophilus sernai,Antioquia wren,antwre2,species,27288.0,ANWR,THSE,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Thryophilus nicefori,Niceforo's wren,nicwre1,species,27289.0,NIWR,THNI,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus thoracicus,Stripe-breasted wren,stbwre1,species,27290.0,SBWR,CATH,SIBW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus leucopogon,Stripe-throated wren,sttwre1,species,27291.0,,CALE,STWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus modestus,Cabanis's wren,plawre1,species,27294.0,CAWR PLWR,CAMO,CABW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus zeledoni,Canebrake wren,plawre3,species,27295.0,CAWR,CAZE,CAKW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus modestus/zeledoni,Cabanis's/Canebrake Wren,y00985,slash,27296.0,PLWR CABW CAKW CAWR,CAZE CAMO,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus elutus,Isthmian wren,istwre1,species,27297.0,PLWR,CAEL,ISWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus modestus/elutus,Cabanis's/Isthmian Wren,y00986,slash,27298.0,PLWR CABW CAWR ISWR,CAEL CAMO,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus semibadius,Riverside wren,rivwre1,species,27299.0,,CASE,RIWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus nigricapillus,Bay wren,baywre1,species,27300.0,BAWR,CANI,BAYW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus nigricapillus [castaneus Group],Bay wren (Central American),baywre2,issf,27301.0,BAWR BAYW,CANI,,Passeriformes,Wrens,Troglodytidae,baywre1,,,troglo1
Cantorchilus nigricapillus nigricapillus/connectens,Bay wren (South American),baywre3,issf,27307.0,BAWR BAYW,CANI,,Passeriformes,Wrens,Troglodytidae,baywre1,,,troglo1
Cantorchilus superciliaris,Superciliated wren,supwre1,species,27310.0,SUWR,CASU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus leucotis,Garrinchão-de-barriga-vermelha,bubwre1,species,27313.0,BBWR,CALE,BBRW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus longirostris,Garrinchão-de-bico-grande,lobwre1,species,27325.0,LBWR,CALO,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus guarayanus,Garrincha-do-oeste,fabwre1,species,27328.0,FBWR,CAGU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus griseus,Garrincha-cinzenta,grywre1,species,27329.0,GRWR,CAGR,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cantorchilus sp.,Cantorchilus sp.,cantor1,spuh,27330.0,,,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cinnycerthia unirufa,Rufous wren,rufwre1,species,27331.0,RUWR,CIUN,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cinnycerthia olivascens,Sharpe's wren,shawre1,species,27335.0,SBWR SHWR,CIOL,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cinnycerthia peruana,Peruvian wren,perwre1,species,27338.0,PEWR,CIPE,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cinnycerthia fulva,Fulvous wren,fulwre1,species,27339.0,FUWR,CIFU,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cinnycerthia sp.,Cinnycerthia sp.,cinnyc1,spuh,27343.0,,,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Uropsila leucogastra,White-bellied wren,whbwre1,species,27344.0,,URLE,WBWR,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Uropsila leucogastra [leucogastra Group],White-bellied wren (Middle America),whbwre3,issf,27345.0,WBWR,URLE,,Passeriformes,Wrens,Troglodytidae,whbwre1,,,troglo1
Uropsila leucogastra pacifica,White-bellied wren (West Mexico),whbwre4,issf,27352.0,WBWR,URLE,,Passeriformes,Wrens,Troglodytidae,whbwre1,,,troglo1
Henicorhina leucosticta,Uirapuru-de-peito-branco,wbwwre1,species,27353.0,,HELE,WBWW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Henicorhina leucosticta [prostheleuca Group],Uirapuru-de-peito-branco [grupo prostheleuca],whbwow1,issf,27354.0,WBWW,HELE,,Passeriformes,Wrens,Troglodytidae,wbwwre1,,,troglo1
Henicorhina leucosticta pittieri/costaricensis,Uirapuru-de-peito-branco (pittieri/costaricensis),whbwow2,issf,27359.0,WBWW,HELE,,Passeriformes,Wrens,Troglodytidae,wbwwre1,,,troglo1
Henicorhina leucosticta inornata/eucharis,Uirapuru-de-peito-branco (inornata/eucharis),whbwow4,issf,27362.0,WBWW,HELE,,Passeriformes,Wrens,Troglodytidae,wbwwre1,,,troglo1
Henicorhina leucosticta [leucosticta Group],Uirapuru-de-peito-branco [grupo leucosticta],whbwow3,issf,27365.0,WBWW,HELE,,Passeriformes,Wrens,Troglodytidae,wbwwre1,,,troglo1
Henicorhina leucoptera,Bar-winged wood-wren,bwwwre1,species,27370.0,BWWW,HELE,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Henicorhina leucophrys,Gray-breasted wood-wren,gbwwre1,species,27371.0,,HELE,GBWW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Henicorhina leucophrys [mexicana Group],Gray-breasted wood-wren (Central American),gybwow1,issf,27372.0,GBWW,HELE,,Passeriformes,Wrens,Troglodytidae,gbwwre1,,,troglo1
Henicorhina leucophrys brunneiceps,Gray-breasted wood-wren (Choco),gybwow2,issf,27378.0,GBWW,HELE,,Passeriformes,Wrens,Troglodytidae,gbwwre1,,,troglo1
Henicorhina leucophrys bangsi,Gray-breasted wood-wren (bangsi),gybwow4,issf,27379.0,GBWW,HELE,,Passeriformes,Wrens,Troglodytidae,gbwwre1,,,troglo1
Henicorhina leucophrys manastarae,Gray-breasted wood-wren (Perija),gybwow5,issf,27380.0,GBWW,HELE,,Passeriformes,Wrens,Troglodytidae,gbwwre1,,,troglo1
Henicorhina leucophrys meridana,Gray-breasted wood-wren (meridana),gybwow6,issf,27381.0,GBWW,HELE,,Passeriformes,Wrens,Troglodytidae,gbwwre1,,,troglo1
Henicorhina leucophrys venezuelensis,Gray-breasted wood-wren (venezuelensis),gybwow7,issf,27382.0,GBWW,HELE,,Passeriformes,Wrens,Troglodytidae,gbwwre1,,,troglo1
Henicorhina leucophrys hilaris,Gray-breasted wood-wren (hilaris),gybwow9,issf,27383.0,GBWW,HELE,,Passeriformes,Wrens,Troglodytidae,gbwwre1,,,troglo1
Henicorhina leucophrys leucophrys/boliviana,Gray-breasted wood-wren (Andean),gybwow8,issf,27384.0,GBWW,HELE,,Passeriformes,Wrens,Troglodytidae,gbwwre1,,,troglo1
Henicorhina anachoreta,Hermit wood-wren,gybwow3,species,27387.0,HWWR HEWW,HEAN,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Henicorhina negreti,Munchique wood-wren,munwow1,species,27388.0,MUWW MWWR,HENE,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Henicorhina sp.,wood-wren sp.,woodwr1,spuh,27389.0,,,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cyphorhinus dichrous,Northern chestnut-breasted wren,chbwre2,species,27390.0,CBWR NCBW,CYDI,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cyphorhinus thoracicus,Southern chestnut-breasted wren,chbwre3,species,27391.0,CBWR SCBW,CYTH,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cyphorhinus phaeocephalus,Song wren,sonwre1,species,27392.0,SOWR,CYPH,SONW,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cyphorhinus arada,Uirapuru-verdadeiro,muswre2,species,27398.0,MUWR,CYAR,,Passeriformes,Wrens,Troglodytidae,,,,troglo1
Cyphorhinus arada transfluvialis,Uirapuru-verdadeiro (transfluvialis),muswre1,issf,27399.0,MUWR,CYAR,,Passeriformes,Wrens,Troglodytidae,muswre2,,,troglo1
Cyphorhinus arada salvini,Uirapuru-verdadeiro (salvini),muswre3,issf,27400.0,MUWR,CYAR,,Passeriformes,Wrens,Troglodytidae,muswre2,,,troglo1
Cyphorhinus arada arada,Uirapuru-verdadeiro (arada),muswre4,issf,27401.0,MUWR,CYAR,,Passeriformes,Wrens,Troglodytidae,muswre2,,,troglo1
Cyphorhinus arada griseolateralis,Uirapuru-verdadeiro (griseolateralis),muswre5,issf,27402.0,MUWR,CYAR,,Passeriformes,Wrens,Troglodytidae,muswre2,,,troglo1
Cyphorhinus arada interpositus,Uirapuru-verdadeiro (interpositus),muswre6,issf,27403.0,MUWR,CYAR,,Passeriformes,Wrens,Troglodytidae,muswre2,,,troglo1
Cyphorhinus arada modulator,Uirapuru-verdadeiro (modulator),muswre7,issf,27404.0,MUWR,CYAR,,Passeriformes,Wrens,Troglodytidae,muswre2,,,troglo1
